1745948508348,0.5724828,9.7043915,1.1057831
1745948508365,0.5617151,10.084252,0.9523434
1745948508386,0.5521438,9.823135,1.0447662
1745948508405,0.62183475,9.497113,1.1536397
1745948508426,0.6936195,9.693624,1.0806586
1745948508445,0.66011995,9.819546,1.0507482
1745948508466,0.6134599,9.801301,1.1189437
1745948508485,0.4851448,9.819546,1.1153544
1745948508505,0.43728834,9.837492,1.1823535
1745948508526,0.4432704,9.801301,1.2337992
1745948508548,0.49112684,9.794122,1.2242279
1745948508565,0.49830532,9.75823,1.215853
1745948508584,0.4528417,9.75823,1.2696915
1745948508605,0.43609193,9.749855,1.3142579
1745948508624,0.38703907,9.820743,1.2385849
1745948508653,0.42771706,9.767801,1.1931212
1745948508665,0.5306084,9.736694,1.3082758
1745948508684,0.53659046,9.722338,1.2541381
1745948508704,0.5401797,9.768997,1.270888
1745948508724,0.5102694,9.78814,1.250549
1745948508745,0.52941203,9.783355,1.2373884
1745948508765,0.55692947,9.80489,1.1715858
1745948508784,0.55334026,9.825528,1.1967105
1745948508804,0.54735816,9.84467,1.1715858
1745948508825,0.5270192,9.785748,1.2098709
1745948508845,0.4779663,9.810872,1.2146566
1745948508947,0.5066802,9.740284,1.2780664
1745948508963,0.5665008,9.817153,1.3357933
1745948508984,0.5880362,9.790533,1.3597214
1745948509003,0.57607204,9.740284,1.3716856
1745948509023,0.5688936,9.730712,1.4123635
1745948509042,0.58564335,9.742677,1.352543
1745948509063,0.6047859,9.780962,1.2927225
1745948509083,0.60000026,9.773783,1.3501502
1745948509102,0.53300124,9.826724,1.3908281
1745948509122,0.48753762,9.8219385,1.4123635
1745948509143,0.51146585,9.603892,1.4099708
1745948509163,0.6023931,9.749855,1.3669
1745948509183,0.5401797,9.977472,1.3812568
1745948509203,0.49950173,9.733106,1.4626129
1745948509222,0.5688936,9.495916,1.4291133
1745948509242,0.6409774,9.692428,1.3549358
1745948509262,0.58564335,9.80489,1.4051851
1745948509282,0.549751,9.764212,1.4985052
1745948509301,0.4971089,9.829117,1.4626129
1745948509320,0.33409786,9.742677,1.5296118
1745948509340,0.39421752,9.77139,1.4626129
1745948509361,0.5736792,9.829117,1.2855439
1745948509380,0.5952146,9.742677,1.4338989
1745948509400,0.509073,9.649357,1.6136597
1745948509420,0.4660022,9.7043915,1.6710875
1745948509440,0.4851448,9.853045,1.5514464
1745948509460,0.52342993,9.69482,1.4123635
1745948509480,0.5712864,9.706784,1.4123635
1745948509500,0.5377869,9.725926,1.4817554
1745948509521,0.4636094,9.7450695,1.6016957
1745948509539,0.4660022,9.759426,1.5586249
1745948509560,0.49471608,9.790533,1.4578272
1745948509579,0.51864433,9.785748,1.4362918
1745948509600,0.5401797,9.761819,1.4626129
1745948509619,0.5210371,9.713963,1.5367904
1745948509638,0.48993045,9.706784,1.5777674
1745948509658,0.48035914,9.759426,1.5681962
1745948509678,0.48275197,9.723534,1.5320047
1745948509699,0.50189453,9.701999,1.5032908
1745948509719,0.52342993,9.716355,1.5080764
1745948509738,0.5712864,9.713963,1.5658033
1745948509760,0.590429,9.725926,1.5993029
1745948509777,0.5712864,9.740284,1.5753746
1745948509798,0.5521438,9.721141,1.5729818
1745948509818,0.5353941,9.67807,1.6136597
1745948509837,0.50428736,9.718748,1.611267
1745948509856,0.5066802,9.723534,1.6016957
1745948509876,0.51864433,9.754641,1.5801603
1745948509896,0.49471608,9.768997,1.5538392
1745948509916,0.45164528,9.766604,1.5753746
1745948509944,0.43968117,9.575179,1.6088741
1745948509956,0.5449654,9.615857,1.6304095
1745948509976,0.52582276,9.891331,1.5777674
1745948509995,0.50189453,9.841082,1.6040884
1745948510017,0.5210371,9.524631,1.5921243
1745948510039,0.61704916,9.510274,1.4721842
1745948510055,0.6146563,9.721141,1.4362918
1745948510075,0.5688936,9.7450695,1.570589
1745948510094,0.5210371,9.780962,1.5945172
1745948510114,0.4636094,9.785748,1.5945172
1745948510134,0.4660022,9.723534,1.5681962
1745948510154,0.52342993,9.749855,1.541576
1745948510174,0.54257256,9.766604,1.5200406
1745948510194,0.54735816,9.730712,1.5634105
1745948510213,0.5353941,9.692428,1.4937196
1745948510233,0.51146585,9.78814,1.500898
1745948510253,0.43968117,9.780962,1.5487545
1745948510273,0.46121657,9.725926,1.4578272
1745948510293,0.49471608,9.685248,1.486541
1745948510313,0.50189453,9.670892,1.5463617
1745948510337,0.5665008,9.742677,1.4793626
1745948510353,0.5832505,9.819546,1.4578272
1745948510372,0.5688936,9.776176,1.46022
1745948510392,0.54257256,9.752248,1.474577
1745948510412,0.51146585,9.735498,1.4554343
1745948510432,0.50189453,9.723534,1.4410775
1745948510452,0.4971089,9.718748,1.4338989
1745948510472,0.48993045,9.706784,1.4434702
1745948510492,0.5066802,9.716355,1.4889339
1745948510512,0.54257256,9.740284,1.515255
1745948510537,0.5712864,9.718748,1.5296118
1745948510555,0.5449654,9.713963,1.6184454
1745948510570,0.5353941,9.754641,1.6591234
1745948510590,0.5353941,9.780962,1.5248263
1745948510612,0.5688936,9.7450695,1.3884354
1745948510630,0.5449654,9.701999,1.4099708
1745948510650,0.52342993,9.709177,1.4841483
1745948510670,0.5306084,9.740284,1.4721842
1745948510691,0.5617151,9.783355,1.4482559
1745948510711,0.57846487,9.759426,1.4147564
1745948510729,0.55692947,9.8219385,1.4219348
1745948510749,0.509073,9.797711,1.4697913
1745948510769,0.5282156,9.594321,1.4793626
1745948510789,0.6122635,9.685248,1.4219348
1745948510808,0.5401797,10.0468645,1.4171492
1745948510829,0.4564309,9.721141,1.4458631
1745948510849,0.5353941,9.452846,1.4578272
1745948510868,0.6122635,9.723534,1.3429717
1745948510888,0.5952146,9.819546,1.3692927
1745948510938,0.56410795,9.733106,1.4626129
1745948510938,0.5306084,9.7450695,1.4578272
1745948510947,0.5282156,9.81476,1.4386846
1745948510967,0.54257256,9.78814,1.4267205
1745948510987,0.55453664,9.764212,1.3980067
1745948511007,0.5377869,9.737891,1.4051851
1745948511027,0.48993045,9.754641,1.4099708
1745948511047,0.4755735,9.768997,1.4027922
1745948511066,0.4971089,9.802497,1.4075779
1745948511086,0.5377869,9.690035,1.4051851
1745948511106,0.6098707,9.737891,1.4315062
1745948511126,0.6098707,9.759426,1.4099708
1745948511146,0.6481558,9.64457,1.4051851
1745948511166,0.619442,9.747462,1.3621143
1745948511186,0.5162515,9.807282,1.3692927
1745948511206,0.41575295,9.80489,1.4410775
1745948511226,0.35593235,9.807282,1.4650056
1745948511245,0.360718,9.819546,1.4099708
1745948511266,0.46839502,9.713963,1.3573287
1745948511285,0.59282184,9.733106,1.3022938
1745948511305,0.590429,9.737891,1.352543
1745948511325,0.5162515,9.740284,1.4578272
1745948511345,0.49471608,9.778569,1.4482559
1745948511365,0.5138587,9.757033,1.3645071
1745948511384,0.5688936,9.747462,1.2637094
1745948511405,0.55453664,9.776176,0.8111669
1745948511424,0.63858455,9.764212,1.067498
1745948511494,0.4528417,9.735498,1.4937196
1745948511514,0.5772685,9.77139,1.2553346
1745948511535,0.6577271,9.768997,1.1201401
1745948511554,0.5724828,9.780962,1.2529417
1745948511574,0.46959144,9.856635,1.4518452
1745948511594,0.4636094,9.843474,1.4937196
1745948511614,0.53180486,9.699606,1.3094722
1745948511634,0.6481558,9.706784,1.1679965
1745948511654,0.5796613,9.997811,1.1213365
1745948511674,0.503091,9.784551,1.2038889
1745948511699,0.50069815,9.54138,1.2843475
1745948511714,0.59760743,9.686445,1.2026925
1745948511734,0.590429,9.841082,1.1739786
1745948511753,0.5401797,9.752248,1.2637094
1745948511774,0.49351966,9.772587,1.2649059
1745948511793,0.44805604,9.859028,1.3154542
1745948511813,0.4444668,9.801301,1.317847
