1743321229899,10.458729,-1.0908281,2.8196423
1743321229920,10.857432,-1.2080764,2.83041
1743321229956,11.414661,1.841277,5.21755
1743321229961,11.560623,2.9970105,3.8114674
1743321229980,11.267203,-0.887139,2.4568307
1743321230001,11.264811,-1.2296118,2.7466612
1743321230020,10.581959,-3.8359938,3.8437705
1743321230039,9.977173,-4.99412,7.062117
1743321230068,10.711471,-4.709075,6.814161
1743321230080,9.506385,-4.273282,5.47747
1743321230101,6.9158554,-2.43709,4.299005
1743321230119,5.319245,-0.08105687,3.3610184
1743321230139,4.0974097,0.5524429,2.9910283
1743321230159,4.4114676,-0.4354937,2.6533413
1743321230178,3.7226338,2.5875385,2.844767
1743321230198,3.1573296,1.0710872,2.8962128
1743321230219,2.7128627,0.9275179,4.240082
1743321230241,5.8390856,4.0127635,4.653442
1743321230260,10.985748,3.240181,3.6963127
1743321230279,10.734202,1.1596217,6.242874
1743321230300,9.273085,1.0555339,6.895517
1743321230319,9.946067,0.30329028,5.7577295
1743321230341,8.882457,1.9465612,4.3540397
1743321230361,6.5662045,1.1057831,2.1083758
1743321230381,6.5001025,1.3250256,5.009075
1743321230400,7.5349984,2.6808586,3.5850465
1743321230421,5.831907,1.9046868,3.252145
1743321230439,7.5529447,0.4639085,3.2102706
1743321230461,10.562817,-2.0934207,5.567201
1743321230480,11.522338,-1.4584254,4.9313083
1743321230501,11.618052,-0.32422748,3.1441689
1743321230522,11.488839,-3.67059,6.1435723
1743321230540,11.570195,-2.6946175,5.0739803
1743321230561,8.942277,-0.5937191,2.4412773
1743321230580,6.762416,-1.6561323,4.4114676
1743321230600,9.633504,0.27936205,4.3097725
1743321230618,10.960623,2.079662,2.571686
1743321230638,10.457532,1.5179468,2.55374
1743321230658,8.713762,-1.477568,4.3911285
1743321230678,9.62154,-1.3339987,4.6438704
1743321230700,11.034801,-0.69541407,2.6425736
1743321230724,6.806683,-1.9746768,2.8698916
1743321230737,8.313563,-3.1232316,4.633103
1743321230757,13.54876,-4.8732824,5.093123
1743321230777,12.432508,-7.570592,5.123033
1743321230797,10.727024,-7.1632137,5.3276196
1743321230818,9.4070835,-4.441976,4.51077
1743321230838,8.166405,-2.8369904,3.380161
1743321230858,8.714959,-1.9830518,3.4809587
1743321230878,8.414062,-2.353341,3.7241294
1743321230898,7.7422767,-3.045465,4.0331025
1743321230918,7.693224,-3.2814572,4.037888
1743321230938,9.58804,-2.9736803,4.092923
1743321230959,10.14497,-2.1628125,4.254738
1743321230981,9.402297,-1.3447664,3.7301114
1743321230999,9.440582,-2.3844478,3.9972103
1743321231019,9.78814,-2.2824538,4.2077785
1743321231038,11.846865,-1.6645073,4.2460637
1743321231060,12.21835,-0.718445,3.4486556
1743321231079,12.976277,-1.0274183,3.5383866
1743321231101,10.5436735,-0.35294133,3.1899316
1743321231118,11.077871,2.1370897,2.9838498
1743321231138,10.071989,2.9682965,2.289034
1743321231157,8.396115,1.4509479,3.7600217
1743321231178,9.31137,1.4386846,4.2870407
1743321231197,11.5977125,0.7405786,3.6089747
1743321231217,11.147562,-0.8596215,4.0965123
1743321231237,8.615358,-2.0249262,5.3674
1743321231257,8.058429,-1.532902,4.97079
1743321231277,8.226225,-2.670689,4.5095735
1743321231297,8.666803,-2.076671,4.854738
1743321231317,10.331909,-0.8883354,4.7575297
1743321231338,7.5457664,-2.6742785,3.8198423
1743321231357,7.609176,-1.2909278,1.6806588
1743321231377,8.456235,1.3944174,3.9155552
1743321231396,6.5276203,2.5396821,5.2223353
1743321231416,7.513463,-0.68225354,1.6435701
1743321231437,8.52802,0.7178468,4.3576293
1743321231456,7.1339016,1.9872392,2.9790642
1743321231477,4.8364925,0.5919245,3.8090746
1743321231496,5.4424753,2.9300113,4.5059843
1743321231516,6.35773,1.0016954,1.3776677
1743321231538,7.3313093,-0.6415756,4.046263
1743321231556,7.6163545,1.8161523,4.4952164
1743321231577,8.844172,4.2248273,3.158526
1743321231598,10.941481,2.5118656,3.8736808
1743321231617,9.470493,1.1739786,5.0569315
1743321231638,7.4943204,0.123828575,0.62781686
1743321231657,9.032308,-0.89312106,3.7636108
